Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Kharif     ,Madhya Pradesh,723.3,42640.78,0.904411765,North,Peaty,Soybean,521.4423398,33.48447225,18.28,83.65,FALSE,TRUE,Rainy,116,5.047653148
Rabi       ,Madhya Pradesh,723.3,21506.16,1.268205128,East,Peaty,Rice,898.0931228,35.61282268,18.35,83.45,TRUE,TRUE,Sunny,70,8.301958741
Kharif     ,Madhya Pradesh,723.3,856.96,0.365454545,West,Peaty,Cotton,406.3289008,15.08619051,18.49,85.48,TRUE,FALSE,Rainy,148,4.239240652
Whole Year ,Madhya Pradesh,723.3,24623.3,0.307674419,South,Silt,Barley,128.1008447,18.90389765,18.41,84.85,TRUE,FALSE,Rainy,114,2.926333876
Kharif     ,Madhya Pradesh,723.3,127599.42,0.572941176,East,Clay,Soybean,447.3896561,16.34189887,18.34,83.52,TRUE,FALSE,Cloudy,116,4.118531362
Whole Year ,Madhya Pradesh,723.3,11230.96,0.325777778,East,Loam,Wheat,297.9992107,31.41850598,18.43,83.4,TRUE,FALSE,Cloudy,114,3.221393668
Whole Year ,Madhya Pradesh,723.3,4563.52,2.833111111,East,Silt,Barley,466.2260066,28.82808197,18.43,82.11,TRUE,FALSE,Sunny,99,4.402351993
Kharif     ,Madhya Pradesh,723.3,1108.9,1.027894737,West,Peaty,Rice,350.4940952,31.77415938,18.22,82.79,FALSE,TRUE,Sunny,112,3.662250108
Rabi       ,Madhya Pradesh,723.3,512778.5,0.745777778,North,Clay,Wheat,344.9556235,34.68355223,18.38,85.07,FALSE,TRUE,Cloudy,135,2.426100223
Kharif     ,Madhya Pradesh,723.3,54993.9,1.030222222,South,Peaty,Rice,524.3852192,24.66082661,18.37,84.12,TRUE,TRUE,Rainy,88,5.372897888
Kharif     ,Madhya Pradesh,723.3,161411.9,0.860666667,West,Clay,Cotton,664.1831481,31.12850658,18.19,84.54,TRUE,FALSE,Sunny,126,4.621436071
Rabi       ,Madhya Pradesh,723.3,569.66,1.054166667,North,Clay,Wheat,436.2478155,31.91015114,18.27,84.63,FALSE,FALSE,Rainy,84,3.695765986
Rabi       ,Madhya Pradesh,723.3,42196.18,0.418636364,East,Sandy,Wheat,405.0459782,39.49713472,18.58,85.43,FALSE,FALSE,Rainy,95,3.627776069
Kharif     ,Madhya Pradesh,723.3,215617.74,1.558636364,West,Silt,Barley,617.6489136,21.8501155,18.67,84.36,TRUE,TRUE,Cloudy,74,6.368271065
Kharif     ,Madhya Pradesh,723.3,27860.82,0.193703704,North,Chalky,Cotton,269.2020389,24.00471465,18.5,83.43,FALSE,FALSE,Sunny,104,1.443041002
Whole Year ,Madhya Pradesh,723.3,5025.02,13.27177778,South,Clay,Soybean,381.4465081,39.86702813,18.51,84.39,FALSE,TRUE,Rainy,105,3.452556312
Rabi       ,Madhya Pradesh,723.3,186979,0.397777778,South,Clay,Barley,714.0539982,23.33615988,17.72,84.24,FALSE,FALSE,Rainy,66,4.084710362
Kharif     ,Madhya Pradesh,723.3,142882.22,0.268444444,North,Silt,Barley,324.1579031,17.06811108,17.54,85.33,TRUE,FALSE,Rainy,85,3.373560177
Kharif     ,Madhya Pradesh,723.3,463.58,0.22375,West,Silt,Cotton,431.0291233,33.54082025,17.81,85.45,FALSE,TRUE,Cloudy,71,2.813189653
Rabi       ,Madhya Pradesh,723.3,108560.14,0.468222222,East,Chalky,Cotton,986.9260157,26.57165741,17.61,85.77,FALSE,FALSE,Cloudy,135,5.091334599
Kharif     ,Madhya Pradesh,723.3,441309.96,0.613555556,North,Peaty,Cotton,713.2251764,22.29367877,17.61,85.76,FALSE,FALSE,Rainy,111,2.953266618
Rabi       ,Madhya Pradesh,723.3,36.92,0.2275,East,Loam,Soybean,196.4738526,17.50186209,17.7,84.36,FALSE,FALSE,Cloudy,141,0.599620192
Whole Year ,Madhya Pradesh,723.3,1669.72,1.580666667,South,Chalky,Cotton,556.0272629,28.54098096,18.09,84.03,FALSE,TRUE,Cloudy,86,5.199026264
Kharif     ,Madhya Pradesh,723.3,37326.9,0.3,North,Peaty,Rice,451.5780614,18.76006169,18.3,86.04,FALSE,FALSE,Rainy,122,2.812695142
Kharif     ,Madhya Pradesh,723.3,121396.86,0.207142857,South,Silt,Rice,255.9689941,15.44576984,17.8,85.98,TRUE,TRUE,Sunny,136,4.153289026
Kharif     ,Madhya Pradesh,723.3,1160035.76,0.719777778,East,Clay,Cotton,864.1209176,18.66339448,17.94,86.02,TRUE,TRUE,Rainy,83,7.149236121
Whole Year ,Madhya Pradesh,723.3,19430.58,17.88844444,East,Clay,Cotton,957.5317993,25.71349835,18.03,84.48,TRUE,FALSE,Sunny,128,6.761009532
Kharif     ,Madhya Pradesh,723.3,825.5,0.283333333,North,Sandy,Cotton,966.5553479,22.37634615,18.01,85.54,TRUE,TRUE,Sunny,66,8.231212636
Whole Year ,Madhya Pradesh,723.3,96.98,0.86962963,North,Chalky,Cotton,325.4007493,30.13786811,18.15,85.16,TRUE,TRUE,Cloudy,140,5.490392527
Rabi       ,Madhya Pradesh,723.3,857771.2,1.499333333,North,Clay,Rice,908.964361,37.56287785,18.19,84.92,TRUE,FALSE,Cloudy,82,6.226864148
Kharif     ,Maharashtra,1057.8,284986,0.5265625,South,Loam,Barley,329.660595,31.61799864,18.38,86.09,TRUE,FALSE,Rainy,77,3.867287852
Kharif     ,Maharashtra,1057.8,468000,0.585,East,Clay,Wheat,481.441499,38.72388658,18.18,86.03,TRUE,FALSE,Cloudy,116,5.005214626
Kharif     ,Maharashtra,1057.8,4706,0.285454545,East,Silt,Wheat,214.0044645,34.34636055,18.2,86.1,TRUE,FALSE,Sunny,96,3.441922794
Kharif     ,Maharashtra,1057.8,799994,0.881153846,South,Silt,Cotton,970.9312406,33.45794693,18.7,85.51,TRUE,TRUE,Rainy,81,7.988285095
Rabi       ,Maharashtra,1057.8,175812,0.500967742,North,Sandy,Cotton,771.3585075,37.45728056,18.24,84.23,TRUE,TRUE,Rainy,71,6.569258987
Kharif     ,Maharashtra,1057.8,104962,0.649655172,West,Silt,Rice,499.1266797,16.51536239,18.31,85.42,FALSE,TRUE,Rainy,74,4.274613072
Summer     ,Maharashtra,1057.8,22464,1.403548387,North,Loam,Wheat,918.9242134,15.01800113,18.4,84.98,TRUE,TRUE,Rainy,70,7.894180446
Kharif     ,Maharashtra,1057.8,496600,1.168461538,West,Clay,Rice,426.5004818,26.72344513,18.22,84.67,FALSE,FALSE,Sunny,107,1.666919673
Rabi       ,Maharashtra,1057.8,827710,0.583214286,West,Sandy,Cotton,258.2938699,21.70622154,18.37,83.44,FALSE,TRUE,Rainy,85,3.083902893
Rabi       ,Maharashtra,1057.8,18174,0.263157895,South,Loam,Rice,614.2469146,32.00874337,18.28,83.65,TRUE,FALSE,Cloudy,135,4.581112026
Kharif     ,Maharashtra,1057.8,67210,0.856538462,East,Silt,Cotton,477.1751773,34.72253943,18.35,83.45,FALSE,TRUE,Rainy,142,4.366777168
Rabi       ,Maharashtra,1057.8,18252,1.161666667,East,Clay,Wheat,149.6913233,24.47634194,18.49,85.48,TRUE,TRUE,Cloudy,138,4.903054393
Kharif     ,Maharashtra,1057.8,185718,0.472727273,East,Silt,Maize,396.8801123,34.30011269,18.41,84.85,TRUE,FALSE,Cloudy,101,4.409765995
Kharif     ,Maharashtra,1057.8,15782,0.28,East,Loam,Barley,837.5190631,37.40803185,18.34,83.52,TRUE,TRUE,Rainy,77,7.621891666
Rabi       ,Maharashtra,1057.8,26442,0.351923077,South,Sandy,Wheat,380.941679,35.35701089,18.43,83.4,TRUE,TRUE,Rainy,115,5.747972052
Kharif     ,Maharashtra,1057.8,102674,0.392727273,West,Clay,Cotton,160.893313,23.87334401,18.43,82.11,FALSE,TRUE,Cloudy,119,3.430582041
Kharif     ,Maharashtra,1057.8,40274,0.881666667,East,Peaty,Soybean,539.5886699,19.23670903,18.22,82.79,TRUE,TRUE,Sunny,111,5.480877343
Rabi       ,Maharashtra,1057.8,2132,0.217083333,West,Clay,Cotton,519.3309448,31.17386472,18.38,85.07,TRUE,FALSE,Sunny,103,4.244592219
Kharif     ,Maharashtra,1057.8,386464,0.9865625,South,Loam,Maize,279.7003325,37.99752258,18.37,84.12,TRUE,FALSE,Cloudy,69,3.973643246
Summer     ,Maharashtra,1057.8,6526,1.987,North,Silt,Barley,125.8782667,35.60070268,18.19,84.54,FALSE,FALSE,Sunny,83,1.736571426
Rabi       ,Maharashtra,1057.8,76960,0.454285714,South,Chalky,Rice,172.7380251,30.82146084,18.27,84.63,TRUE,FALSE,Sunny,88,3.49585434
Kharif     ,Maharashtra,1057.8,34216,0.2296875,East,Silt,Barley,483.7485041,31.9023061,18.58,85.43,FALSE,TRUE,Cloudy,131,4.295701818
Rabi       ,Maharashtra,1057.8,1378,0.652666667,North,Loam,Soybean,485.5025277,39.2078396,18.67,84.36,FALSE,TRUE,Cloudy,77,5.026242497
Kharif     ,Maharashtra,1057.8,46488,0.655666667,South,Sandy,Barley,603.6119155,18.85538312,18.5,83.43,FALSE,FALSE,Rainy,69,3.212706297
Rabi       ,Maharashtra,1057.8,650,0.531111111,South,Chalky,Rice,851.8361079,25.41620827,18.51,84.39,FALSE,TRUE,Rainy,90,5.567353767
Kharif     ,Maharashtra,1057.8,296790,1.134285714,West,Sandy,Cotton,829.3477271,39.29944556,17.72,84.24,TRUE,TRUE,Cloudy,126,7.419476363
Whole Year ,Maharashtra,1057.8,154778,77.65407407,South,Clay,Wheat,182.9645557,25.49891841,17.54,85.33,FALSE,TRUE,Sunny,135,2.676528405
Kharif     ,Maharashtra,1057.8,35724,0.525217391,North,Loam,Rice,229.9273454,34.97233014,17.81,85.45,FALSE,FALSE,Sunny,85,3.207064
Rabi       ,Maharashtra,1057.8,49634,0.588461538,South,Peaty,Rice,697.7676984,26.79753638,17.61,85.77,TRUE,TRUE,Sunny,112,6.086972209
Summer     ,Maharashtra,1057.8,2314,0.725238095,East,Chalky,Rice,995.1620234,31.38821611,17.61,85.76,TRUE,FALSE,Sunny,101,7.049417212
Kharif     ,Maharashtra,1057.8,149240,0.461818182,West,Peaty,Barley,400.7601875,16.25289693,17.7,84.36,TRUE,TRUE,Cloudy,83,4.722591227
Rabi       ,Maharashtra,1057.8,196092,1.197,North,Peaty,Soybean,674.9039434,18.73814111,18.09,84.03,TRUE,TRUE,Cloudy,104,5.955391036
Kharif     ,Mizoram,2834.3,20.02,1.025,North,Peaty,Wheat,891.7201305,27.80718951,18.3,86.04,TRUE,FALSE,Sunny,86,6.246519499
Kharif     ,Mizoram,2834.3,125.58,2.645,South,Silt,Soybean,603.3062822,18.35306411,17.8,85.98,FALSE,FALSE,Rainy,149,3.44336726
Kharif     ,Mizoram,2834.3,1666.6,2.1825,East,Sandy,Wheat,102.1066846,33.93233775,17.94,86.02,TRUE,FALSE,Cloudy,103,2.392865797
Rabi       ,Mizoram,2834.3,60.58,1.516666667,West,Peaty,Barley,497.3940551,34.17706401,18.03,84.48,TRUE,TRUE,Rainy,99,5.535473454
Rabi       ,Mizoram,2834.3,2.6,0.8,North,Sandy,Maize,263.06355,35.57615209,18.01,85.54,TRUE,TRUE,Rainy,92,4.869102045
Rabi       ,Mizoram,2834.3,89.44,2.106666667,West,Sandy,Cotton,813.1736087,38.60396308,18.15,85.16,TRUE,TRUE,Rainy,89,8.052873026
Kharif     ,Mizoram,2834.3,418.6,1.4075,South,Clay,Maize,511.3949151,30.61568122,18.19,84.92,TRUE,TRUE,Sunny,144,6.361549716
Whole Year ,Mizoram,2834.3,80.6,5.805,East,Loam,Cotton,328.756637,32.39244489,18.38,86.09,FALSE,FALSE,Cloudy,101,2.423138932
Rabi       ,Mizoram,2834.3,605.28,0.8475,South,Peaty,Maize,893.1604995,39.7268366,18.18,86.03,FALSE,TRUE,Sunny,117,6.554097169
Kharif     ,Mizoram,2834.3,13478.14,1.8875,West,Clay,Soybean,722.6119946,18.18884808,18.2,86.1,TRUE,FALSE,Cloudy,131,5.920653951
Kharif     ,Mizoram,2834.3,985.66,0.735,South,Clay,Cotton,629.1119758,34.26161678,18.7,85.51,FALSE,TRUE,Cloudy,146,5.472101661
Kharif     ,Mizoram,2834.3,310.44,1.45,West,Silt,Maize,460.3053322,23.78102388,18.24,84.23,TRUE,TRUE,Rainy,69,6.771936618
Whole Year ,Mizoram,2834.3,247.52,8.705,North,Chalky,Soybean,827.3278497,23.21683769,18.31,85.42,TRUE,TRUE,Rainy,91,6.955489476
Whole Year ,Mizoram,2834.3,96.98,0.56,North,Chalky,Cotton,595.0145889,32.30958792,18.4,84.98,TRUE,FALSE,Sunny,67,4.595746277
Kharif     ,Nagaland,1631.8,1040,1.13125,South,Peaty,Barley,255.0365572,27.54927696,18.22,84.67,FALSE,FALSE,Sunny,91,2.003290219
Kharif     ,Nagaland,1631.8,390,0.82875,North,Silt,Wheat,507.3883576,38.97729435,18.37,83.44,FALSE,FALSE,Rainy,62,3.552899061
Rabi       ,Nagaland,1631.8,260,1.49875,West,Silt,Soybean,496.1953156,32.29907045,18.28,83.65,TRUE,TRUE,Cloudy,91,5.353648993
Kharif     ,Nagaland,1631.8,260,0.768333333,North,Peaty,Rice,431.7730418,16.02428414,18.35,83.45,TRUE,TRUE,Sunny,87,5.215084845
Kharif     ,Nagaland,1631.8,65.26,1.43875,East,Peaty,Barley,850.1099595,22.95648318,18.49,85.48,FALSE,FALSE,Sunny,106,5.714593659
Rabi       ,Nagaland,1631.8,260,0.785,East,Sandy,Cotton,373.8683837,30.04357889,18.41,84.85,FALSE,TRUE,Rainy,139,3.950807597
Kharif     ,Nagaland,1631.8,910,1.18125,South,Peaty,Wheat,560.6276177,18.61903786,18.34,83.52,TRUE,TRUE,Cloudy,100,5.775976768
Kharif     ,Nagaland,1631.8,390,0.83,South,Silt,Soybean,655.8002588,23.28490064,18.43,83.4,TRUE,TRUE,Cloudy,136,5.344092712
Kharif     ,Nagaland,1631.8,91,1.343333333,South,Chalky,Wheat,954.714918,20.5691039,18.43,82.11,FALSE,TRUE,Cloudy,80,5.890739648
Rabi       ,Nagaland,1631.8,1690,0.46625,South,Sandy,Rice,710.8633139,18.98325048,18.22,82.79,FALSE,TRUE,Sunny,148,4.560335322
Kharif     ,Nagaland,1631.8,9100,1.5125,West,Peaty,Rice,271.9756733,36.76104151,18.38,85.07,FALSE,FALSE,Sunny,61,1.227438829
Kharif     ,Nagaland,1631.8,520,0.90125,West,Sandy,Rice,406.2414455,19.01665361,18.37,84.12,FALSE,TRUE,Rainy,133,3.695283132
Kharif     ,Nagaland,1631.8,195,0.512,East,Clay,Barley,978.3029111,20.42327991,18.19,84.54,TRUE,FALSE,Cloudy,147,7.523582515
Rabi       ,Nagaland,1631.8,1690,0.91875,West,Peaty,Maize,670.0943288,19.27309403,18.27,84.63,FALSE,FALSE,Rainy,62,4.249658278
Kharif     ,Nagaland,1631.8,1144,0.985,North,Clay,Barley,361.5716469,30.80973514,18.58,85.43,TRUE,FALSE,Cloudy,145,3.8008732
Kharif     ,Nagaland,1631.8,442,0.66,East,Chalky,Barley,103.1030811,39.79767643,18.67,84.36,FALSE,TRUE,Sunny,69,2.991017662
Rabi       ,Nagaland,1631.8,1560,1,South,Silt,Barley,727.6839204,18.75689184,18.5,83.43,FALSE,TRUE,Rainy,123,4.793487901
Whole Year ,Nagaland,1631.8,1180.4,10.32375,South,Chalky,Barley,543.0673053,17.78762176,18.51,84.39,TRUE,TRUE,Cloudy,112,5.756773029
Rabi       ,Nagaland,1631.8,3900,0.8025,West,Chalky,Cotton,703.4977979,21.47301229,17.72,84.24,TRUE,TRUE,Rainy,106,6.630756219
Kharif     ,Nagaland,1631.8,39000,1.5025,East,Peaty,Barley,471.8177133,19.32712555,17.54,85.33,TRUE,TRUE,Sunny,145,5.54266974
Rabi       ,Nagaland,1631.8,436.8,1.98,West,Clay,Soybean,219.1340294,39.84466093,17.81,85.45,FALSE,FALSE,Sunny,148,2.087774366
Kharif     ,Nagaland,1631.8,780,0.815,West,Loam,Maize,497.262389,30.76157846,17.61,85.77,FALSE,FALSE,Cloudy,92,2.904103186
Kharif     ,Nagaland,1631.8,2600,0.8925,West,Peaty,Soybean,913.1317525,18.24511351,17.61,85.76,TRUE,FALSE,Sunny,95,6.144802611
Kharif     ,Nagaland,1631.8,3380,1.28125,East,Chalky,Soybean,293.9487865,35.99806834,17.7,84.36,TRUE,FALSE,Rainy,84,3.54773942
Whole Year ,Nagaland,1631.8,182,39.93666667,South,Sandy,Maize,535.2709765,36.5255461,18.09,84.03,TRUE,TRUE,Cloudy,123,5.828309736
Kharif     ,Nagaland,1631.8,1040,0.75,North,Chalky,Cotton,147.216012,21.71714981,18.3,86.04,TRUE,TRUE,Sunny,136,4.511242284
Rabi       ,Nagaland,1631.8,260,1.0975,South,Sandy,Cotton,834.0168213,18.31723994,17.8,85.98,FALSE,TRUE,Cloudy,142,6.022179765
Rabi       ,Nagaland,1631.8,1300,2.0675,East,Peaty,Rice,945.0154174,35.26919402,17.94,86.02,FALSE,TRUE,Sunny,124,6.251366257
Kharif     ,Odisha,1066,38776.4,0.639666667,South,Loam,Soybean,835.750019,22.23017135,18.03,84.48,FALSE,TRUE,Cloudy,91,5.513830312
Rabi       ,Odisha,1066,13,0.585,South,Loam,Soybean,952.2732355,38.81070797,18.01,85.54,FALSE,TRUE,Cloudy,149,6.737079882
Kharif     ,Odisha,1066,1071.2,0.564,North,Loam,Wheat,968.8868593,15.52745435,18.15,85.16,FALSE,FALSE,Sunny,140,4.384976953
Kharif     ,Odisha,1066,2524.6,0.5196,South,Chalky,Wheat,974.9161279,35.57672482,18.19,84.92,TRUE,TRUE,Sunny,62,8.016551248
Rabi       ,Odisha,1066,2249,0.506923077,South,Clay,Soybean,176.3284483,38.18886432,18.38,86.09,TRUE,FALSE,Sunny,91,3.532574462
Whole Year ,Odisha,1066,3476.2,0.482222222,South,Chalky,Soybean,200.2966117,34.96190738,18.18,86.03,TRUE,TRUE,Rainy,134,4.644110197
Kharif     ,Odisha,1066,10181.6,1.654,West,Chalky,Wheat,856.0489624,28.82989549,18.2,86.1,TRUE,TRUE,Cloudy,137,7.860514162
Whole Year ,Odisha,1066,18109,0.838,East,Loam,Rice,199.2873425,26.84029079,18.7,85.51,TRUE,FALSE,Cloudy,132,3.550401501
Whole Year ,Odisha,1066,2340,3.123,East,Chalky,Cotton,181.472354,21.60355386,18.24,84.23,FALSE,FALSE,Cloudy,87,1.370015964
Kharif     ,Odisha,1066,3135.6,1.962142857,North,Clay,Barley,700.5224569,38.99420095,18.31,85.42,TRUE,TRUE,Sunny,61,7.133805152
Rabi       ,Odisha,1066,5363.8,0.528666667,West,Loam,Barley,177.2779092,27.78869669,18.4,84.98,FALSE,TRUE,Sunny,95,3.046222584
Kharif     ,Odisha,1066,18812.82,0.885666667,West,Chalky,Cotton,426.0730127,24.23420849,18.22,84.67,FALSE,TRUE,Rainy,74,4.404270286
Kharif     ,Odisha,1066,19758.96,0.217931034,South,Silt,Wheat,649.0615713,15.30830201,18.37,83.44,FALSE,FALSE,Rainy,141,4.567835156
Kharif     ,Odisha,1066,3380,0.598,East,Loam,Rice,132.3565617,18.60270108,18.28,83.65,TRUE,FALSE,Sunny,96,2.224631622
Kharif     ,Odisha,1066,3601,5.8825,North,Peaty,Wheat,739.3176664,26.91982688,18.35,83.45,FALSE,FALSE,Cloudy,76,4.72895724
Rabi       ,Odisha,1066,5363.8,0.361875,West,Chalky,Rice,789.8416401,25.03790132,18.49,85.48,TRUE,TRUE,Cloudy,88,7.246825231
Kharif     ,Odisha,1066,14136.46,0.8808,South,Silt,Soybean,782.3862331,25.49302113,18.41,84.85,FALSE,FALSE,Rainy,73,4.379904293
Kharif     ,Odisha,1066,6208.8,3.9072,North,Silt,Rice,623.1513811,28.02511859,18.34,83.52,FALSE,TRUE,Sunny,81,5.18201474
Kharif     ,Odisha,1066,38334.4,0.21,West,Sandy,Wheat,144.6509574,23.07124437,18.43,83.4,TRUE,FALSE,Sunny,126,1.977411728
Kharif     ,Odisha,1066,32897.8,0.342307692,North,Clay,Wheat,708.5642989,39.65415092,18.43,82.11,FALSE,TRUE,Sunny,143,5.549654458
Rabi       ,Odisha,1066,8190,0.384545455,West,Loam,Soybean,131.6896809,18.43787856,18.22,82.79,FALSE,TRUE,Cloudy,92,2.051068647
Whole Year ,Odisha,1066,7124,7.385666667,North,Chalky,Barley,240.1768793,37.25725949,18.38,85.07,FALSE,FALSE,Cloudy,99,1.680587061
Rabi       ,Odisha,1066,566.8,0.514444444,West,Peaty,Soybean,860.2016184,30.36684398,18.37,84.12,TRUE,TRUE,Rainy,79,7.588623502
Kharif     ,Odisha,1066,6918.6,0.520714286,West,Loam,Soybean,549.0701529,31.34524864,18.19,84.54,TRUE,FALSE,Cloudy,113,5.596518857
Whole Year ,Odisha,1066,2145.26,9.321071429,North,Loam,Cotton,108.6268141,22.52688808,18.27,84.63,TRUE,FALSE,Rainy,68,2.573132374
Kharif     ,Odisha,1066,21835.06,0.424230769,West,Silt,Cotton,599.7410196,33.95804651,18.58,85.43,TRUE,TRUE,Sunny,73,7.038683429
Rabi       ,Odisha,1066,3222.7,0.132758621,West,Loam,Barley,595.5855835,21.25869305,18.67,84.36,TRUE,TRUE,Rainy,145,6.766619366
Autumn     ,Odisha,1066,222188.2,0.733666667,West,Peaty,Wheat,725.4621331,18.42593261,18.5,83.43,FALSE,FALSE,Rainy,97,4.096931168
Summer     ,Odisha,1066,53749.8,1.685333333,North,Silt,Barley,922.368554,21.71618298,18.51,84.39,TRUE,FALSE,Rainy,144,7.084689582
Winter     ,Odisha,1066,876777.2,1.020666667,North,Sandy,Rice,951.8313012,23.08381043,17.72,84.24,TRUE,TRUE,Cloudy,134,7.609315552
Rabi       ,Odisha,1066,361.4,0.546,West,Sandy,Cotton,694.3811791,26.3819651,17.54,85.33,TRUE,TRUE,Rainy,94,6.987548204
Whole Year ,Odisha,1066,2901.6,4.0725,West,Silt,Wheat,102.1925349,29.79452186,17.81,85.45,TRUE,FALSE,Cloudy,91,2.377014201
Kharif     ,Odisha,1066,13130.52,0.182,North,Silt,Rice,275.8140786,36.11672713,17.61,85.77,FALSE,FALSE,Sunny,140,2.222901696
Kharif     ,Odisha,1066,10535.2,0.411666667,South,Loam,Cotton,822.7593398,26.47672496,17.61,85.76,FALSE,FALSE,Cloudy,144,4.532060426
Whole Year ,Odisha,1066,4361.5,51.06793103,West,Chalky,Soybean,686.8057107,34.11300771,17.7,84.36,FALSE,TRUE,Rainy,100,4.880229688
Kharif     ,Odisha,1066,215.8,0.58,South,Sandy,Cotton,529.6407285,37.28005602,18.09,84.03,TRUE,TRUE,Sunny,114,5.443860633
Rabi       ,Odisha,1066,1105,0.643928571,North,Clay,Wheat,890.8138787,20.50839384,18.3,86.04,FALSE,FALSE,Sunny,141,5.094741783
Whole Year ,Odisha,1066,9794.2,7.797666667,West,Sandy,Maize,631.7770548,35.2744504,17.8,85.98,TRUE,TRUE,Cloudy,138,5.986473454
Whole Year ,Odisha,1066,878.8,0.454166667,South,Loam,Maize,466.2801618,35.00089156,17.94,86.02,TRUE,FALSE,Rainy,139,4.220703283
Whole Year ,Odisha,1066,6580.6,2.341923077,North,Clay,Rice,603.728246,15.11463454,18.03,84.48,TRUE,FALSE,Rainy,97,4.937900858
Kharif     ,Odisha,1066,28366.26,0.215666667,South,Peaty,Maize,742.067951,21.92036978,18.01,85.54,TRUE,FALSE,Cloudy,89,6.00401196
Rabi       ,Odisha,1066,2292.94,1.201538462,East,Peaty,Wheat,432.002419,23.07867921,18.15,85.16,FALSE,FALSE,Cloudy,84,2.972228619
Kharif     ,Punjab,405.3,2262,0.913846154,North,Clay,Barley,456.7998373,36.7817892,18.19,84.92,FALSE,TRUE,Sunny,109,4.510937834
Kharif     ,Punjab,405.3,1560,0.875,East,Silt,Soybean,527.5790359,37.24597522,18.38,86.09,TRUE,TRUE,Sunny,137,5.662724182
Rabi       ,Punjab,405.3,8320,3.314,North,Chalky,Soybean,526.5241987,23.88005323,18.18,86.03,FALSE,FALSE,Cloudy,147,3.109017232
Kharif     ,Punjab,405.3,123240,2.131,North,Clay,Maize,579.2288886,23.46835385,18.2,86.1,TRUE,TRUE,Sunny,62,6.288365876
Rabi       ,Punjab,405.3,2002,0.92125,West,Chalky,Maize,328.1494431,31.08860504,18.7,85.51,FALSE,TRUE,Cloudy,120,3.341377602
Kharif     ,Punjab,405.3,1040,1,East,Sandy,Maize,237.3480747,19.35027364,18.24,84.23,FALSE,FALSE,Cloudy,116,1.877584811
Rabi       ,Punjab,405.3,156,1,East,Silt,Rice,741.5347505,15.30150036,18.31,85.42,TRUE,FALSE,Rainy,123,5.929070304
Kharif     ,Punjab,405.3,42900,2.904615385,East,Silt,Rice,443.548752,15.71539175,18.4,84.98,FALSE,TRUE,Sunny,144,3.393765961
Rabi       ,Punjab,405.3,1222,0.77375,North,Loam,Rice,270.7557967,27.97579083,18.22,84.67,FALSE,TRUE,Sunny,62,4.093023768
Kharif     ,Punjab,405.3,7670,0.665,East,Silt,Maize,655.0758261,27.36922363,18.37,83.44,TRUE,FALSE,Cloudy,86,5.689671135
Kharif     ,Punjab,405.3,78,1,East,Chalky,Maize,473.1240358,23.14774159,18.28,83.65,FALSE,FALSE,Sunny,104,2.350201238
Rabi       ,Punjab,405.3,1534,1.006363636,West,Peaty,Maize,647.2663851,28.12148429,18.35,83.45,FALSE,FALSE,Rainy,132,3.992077182
Kharif     ,Punjab,405.3,678860,3.501764706,South,Peaty,Rice,856.1365341,38.06185307,18.49,85.48,FALSE,TRUE,Cloudy,99,7.204461059
Kharif     ,Punjab,405.3,4992,0.282142857,South,Silt,Rice,314.8261802,25.73240517,18.41,84.85,TRUE,FALSE,Cloudy,85,4.049557432
Whole Year ,Punjab,405.3,31460,65.445625,East,Loam,Barley,103.7634274,15.05243524,18.34,83.52,TRUE,TRUE,Cloudy,103,3.179243837
Rabi       ,Punjab,405.3,886080,4.503529412,East,Loam,Barley,691.8008592,30.76174694,18.43,83.4,TRUE,FALSE,Sunny,88,4.362372682
Kharif     ,Tamil Nadu,971.1,22081.54,0.674347826,East,Sandy,Maize,672.8230924,20.35955591,18.43,82.11,TRUE,FALSE,Sunny,143,5.16749412
Kharif     ,Tamil Nadu,971.1,51910.3,1.5484,East,Sandy,Soybean,487.280524,16.53007953,18.22,82.79,TRUE,FALSE,Cloudy,73,3.833795953
Whole Year ,Tamil Nadu,971.1,20146.1,29.60107143,South,Loam,Wheat,809.3125974,16.50765209,18.38,85.07,TRUE,FALSE,Cloudy,80,6.349394226
Whole Year ,Tamil Nadu,971.1,426.4,0.184285714,West,Clay,Soybean,617.6630032,17.08325918,18.37,84.12,FALSE,FALSE,Rainy,92,2.970746328
Whole Year ,Tamil Nadu,971.1,557.44,0.078,North,Silt,Maize,448.2336748,17.57688148,18.19,84.54,TRUE,FALSE,Cloudy,101,3.811008047
Whole Year ,Tamil Nadu,971.1,22911.98,0.304782609,East,Chalky,Wheat,541.3140829,29.73611653,18.27,84.63,TRUE,FALSE,Rainy,104,3.881322652
Kharif     ,Tamil Nadu,971.1,10121.8,0.334736842,East,Loam,Cotton,239.9985984,17.54467551,18.58,85.43,FALSE,FALSE,Cloudy,106,2.371562694
Whole Year ,Tamil Nadu,971.1,4984.2,0.2365,South,Sandy,Wheat,435.15803,32.50995684,18.67,83.4,FALSE,FALSE,Cloudy,106,2.700879477
